,Country,EdLevel,YearsCodePro,Salary
20937,Germany,Master’s degree,6.0,49725.0
20939,United Kingdom of Great Britain and Northern Ireland,Master’s degree,34.0,96945.0
20940,Canada,Bachelor’s degree,6.0,49160.0
20941,Germany,Master’s degree,27.0,216196.0
20943,United States of America,Bachelor’s degree,6.0,59000.0
20944,India,Bachelor’s degree,3.0,13962.0
20952,Spain,Bachelor’s degree,26.0,29186.0
20955,United States of America,Bachelor’s degree,10.0,91000.0
20958,United States of America,Less than a Bachelors degree,30.0,120000.0
20960,United States of America,Bachelor’s degree,9.0,210000.0
20965,France,Master’s degree,6.0,45509.0
20968,Brazil,Bachelor’s degree,7.0,10992.0
20970,Germany,Less than a Bachelors degree,6.0,45396.0
20971,United States of America,Bachelor’s degree,6.0,70000.0
20974,Australia,Less than a Bachelors degree,4.0,54784.0
20975,Canada,Bachelor’s degree,5.0,75631.0
20976,Germany,Bachelor’s degree,13.0,50477.0
20982,United States of America,Bachelor’s degree,5.0,88900.0
20983,United States of America,Bachelor’s degree,22.0,135000.0
20984,United States of America,Master’s degree,36.0,170000.0
20985,United States of America,Bachelor’s degree,4.0,55000.0
20986,United States of America,Less than a Bachelors degree,1.0,30000.0
20988,Germany,Post graduation,6.0,70264.0
20990,United States of America,Bachelor’s degree,4.0,78811.0
20994,United States of America,Post graduation,18.0,120000.0
20997,Germany,Less than a Bachelors degree,15.0,56424.0
21003,United States of America,Less than a Bachelors degree,15.0,60000.0
21007,United States of America,Bachelor’s degree,16.0,180000.0
21010,Canada,Bachelor’s degree,18.0,65799.0
21014,United States of America,Post graduation,18.0,143000.0
21017,Brazil,Bachelor’s degree,10.0,32988.0
21018,United States of America,Bachelor’s degree,6.0,97124.0
21021,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,8.0,59459.0
21023,United States of America,Bachelor’s degree,10.0,135000.0
21027,United States of America,Bachelor’s degree,6.0,120000.0
21029,Netherlands,Master’s degree,8.0,44628.0
21032,United States of America,Bachelor’s degree,9.0,110000.0
21034,Canada,Less than a Bachelors degree,5.0,86976.0
21038,Germany,Bachelor’s degree,0.5,15564.0
21040,Canada,Less than a Bachelors degree,0.5,22700.0
21042,United States of America,Bachelor’s degree,0.5,90000.0
21044,Canada,Less than a Bachelors degree,4.0,29496.0
21046,Brazil,Bachelor’s degree,10.0,24744.0
21047,United States of America,Less than a Bachelors degree,5.0,120000.0
21049,United States of America,Less than a Bachelors degree,10.0,80000.0
21050,United States of America,Bachelor’s degree,4.0,70000.0
21051,United States of America,Bachelor’s degree,9.0,106000.0
21053,Germany,Master’s degree,1.0,57292.0
21054,United States of America,Master’s degree,15.0,250000.0
21056,Canada,Master’s degree,3.0,113447.0
21063,Spain,Bachelor’s degree,11.0,43239.0
21064,Spain,Bachelor’s degree,22.0,54049.0
21065,United States of America,Less than a Bachelors degree,25.0,100000.0
21066,Germany,Master’s degree,2.0,56211.0
21067,United States of America,Less than a Bachelors degree,3.0,90000.0
21073,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,80141.0
21080,Germany,Bachelor’s degree,10.0,91883.0
21082,United States of America,Bachelor’s degree,1.0,40000.0
21084,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,40070.0
21086,United States of America,Bachelor’s degree,3.0,96000.0
21087,Germany,Master’s degree,1.0,77831.0
21089,United States of America,Master’s degree,5.0,90000.0
21091,United States of America,Less than a Bachelors degree,13.0,250000.0
21095,United States of America,Master’s degree,20.0,170200.0
21096,United States of America,Bachelor’s degree,13.0,138000.0
21100,United States of America,Master’s degree,26.0,125000.0
21108,United States of America,Less than a Bachelors degree,3.0,85000.0
21109,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,79301.0
21113,United States of America,Bachelor’s degree,35.0,210000.0
21117,Italy,Less than a Bachelors degree,15.0,19452.0
21119,Canada,Bachelor’s degree,5.0,58236.0
21123,Spain,Less than a Bachelors degree,6.0,37834.0
21127,Brazil,Bachelor’s degree,4.0,27488.0
21130,United States of America,Bachelor’s degree,21.0,250000.0
21137,United States of America,Bachelor’s degree,2.0,80000.0
21139,United States of America,Master’s degree,8.0,250000.0
21144,Brazil,Bachelor’s degree,25.0,32988.0
21145,Germany,Less than a Bachelors degree,3.0,39036.0
21147,United States of America,Bachelor’s degree,7.0,97500.0
21151,United States of America,Bachelor’s degree,4.0,200000.0
21153,Germany,Master’s degree,21.0,56211.0
21156,United States of America,Less than a Bachelors degree,6.0,93000.0
21157,United Kingdom of Great Britain and Northern Ireland,Post graduation,6.0,87250.0
21159,United States of America,Master’s degree,5.0,100000.0
21165,United States of America,Master’s degree,5.0,175000.0
21168,United States of America,Bachelor’s degree,9.0,130000.0
21172,Spain,Master’s degree,5.0,34591.0
21181,United States of America,Less than a Bachelors degree,5.0,53000.0
21182,France,Master’s degree,2.0,45401.0
21184,United States of America,Bachelor’s degree,21.0,110000.0
21200,Germany,Bachelor’s degree,8.0,77831.0
21202,Brazil,Bachelor’s degree,11.0,21996.0
21207,United States of America,Bachelor’s degree,7.0,129000.0
21208,Canada,Bachelor’s degree,8.0,86976.0
21210,United States of America,Less than a Bachelors degree,4.0,83500.0
21212,Brazil,Less than a Bachelors degree,7.0,24744.0
21218,Canada,Bachelor’s degree,4.0,80925.0
21220,United States of America,Bachelor’s degree,13.0,110000.0
21221,Australia,Bachelor’s degree,13.0,73491.0
21225,Netherlands,Master’s degree,17.0,73507.0
21226,United States of America,Bachelor’s degree,11.0,90000.0
21228,Spain,Less than a Bachelors degree,7.0,49725.0
21230,Germany,Bachelor’s degree,8.0,58373.0
21235,Brazil,Bachelor’s degree,11.0,52224.0
21237,Australia,Bachelor’s degree,23.0,113576.0
21238,India,Bachelor’s degree,4.0,30716.0
21243,United States of America,Bachelor’s degree,6.0,167000.0
21244,Germany,Bachelor’s degree,5.0,49296.0
21253,Netherlands,Less than a Bachelors degree,22.0,72849.0
21254,Germany,Bachelor’s degree,10.0,42804.0
21261,United States of America,Bachelor’s degree,2.0,74000.0
21263,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,25852.0
21264,Canada,Bachelor’s degree,0.5,34034.0
21265,United States of America,Bachelor’s degree,0.5,88000.0
21266,France,Master’s degree,6.0,36487.0
21268,France,Master’s degree,25.0,93159.0
21270,Netherlands,Master’s degree,10.0,102693.0
21272,Canada,Post graduation,8.0,132355.0
21275,United States of America,Bachelor’s degree,22.0,165400.0
21278,United States of America,Less than a Bachelors degree,20.0,80000.0
21281,Canada,Bachelor’s degree,8.0,72000.0
21285,United States of America,Less than a Bachelors degree,26.0,180000.0
21295,India,Bachelor’s degree,6.0,84050.0
21296,United States of America,Post graduation,9.0,68000.0
21299,United States of America,Less than a Bachelors degree,4.0,65000.0
21300,United States of America,Bachelor’s degree,2.0,70000.0
21303,United States of America,Master’s degree,2.0,100000.0
21306,France,Bachelor’s degree,35.0,70264.0
21312,France,Master’s degree,5.0,43239.0
21318,United States of America,Bachelor’s degree,22.0,135000.0
21319,Netherlands,Bachelor’s degree,3.0,51888.0
21322,United States of America,Bachelor’s degree,4.0,150000.0
21323,United States of America,Master’s degree,14.0,140000.0
21326,United States of America,Bachelor’s degree,6.0,142200.0
21327,United States of America,Master’s degree,4.0,100000.0
21328,United States of America,Bachelor’s degree,9.0,130000.0
21330,United States of America,Less than a Bachelors degree,4.0,28800.0
21337,United States of America,Bachelor’s degree,2.0,100000.0
21339,United States of America,Less than a Bachelors degree,13.0,230000.0
21343,United States of America,Master’s degree,8.0,120000.0
21346,Canada,Less than a Bachelors degree,3.0,52942.0
21355,United States of America,Bachelor’s degree,9.0,140000.0
21356,Italy,Post graduation,15.0,129718.0
21358,United States of America,Bachelor’s degree,0.5,75000.0
21362,United States of America,Post graduation,20.0,105000.0
21364,United States of America,Master’s degree,14.0,100000.0
21371,United Kingdom of Great Britain and Northern Ireland,Post graduation,4.0,113748.0
21378,United Kingdom of Great Britain and Northern Ireland,Master’s degree,38.0,155111.0
21382,United States of America,Bachelor’s degree,6.0,120083.0
21388,United States of America,Bachelor’s degree,9.0,140000.0
21389,Brazil,Bachelor’s degree,5.0,114534.0
21390,Canada,Bachelor’s degree,2.0,42202.0
21392,Canada,Bachelor’s degree,3.0,64287.0
21394,France,Post graduation,17.0,55776.0
21395,Germany,Master’s degree,5.0,64859.0
21396,Germany,Master’s degree,5.0,61616.0
21397,United States of America,Bachelor’s degree,15.0,103000.0
21400,United States of America,Less than a Bachelors degree,19.0,164000.0
21404,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,34254.0
21407,Germany,Less than a Bachelors degree,28.0,54480.0
21410,United States of America,Less than a Bachelors degree,5.0,126000.0
21411,Canada,Bachelor’s degree,5.0,72606.0
21414,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,33.0,71093.0
21417,United States of America,Bachelor’s degree,10.0,160000.0
21420,United States of America,Less than a Bachelors degree,10.0,220000.0
21421,United States of America,Bachelor’s degree,15.0,115000.0
21423,United States of America,Bachelor’s degree,13.0,117000.0
21431,Germany,Less than a Bachelors degree,30.0,81074.0
21434,United States of America,Bachelor’s degree,15.0,118000.0
21441,Brazil,Bachelor’s degree,10.0,13740.0
21452,Canada,Master’s degree,21.0,79413.0
21458,United States of America,Master’s degree,12.0,160000.0
21467,Canada,Post graduation,34.0,113447.0
21470,United States of America,Bachelor’s degree,5.0,80000.0
21477,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,58167.0
21478,United States of America,Bachelor’s degree,13.0,120000.0
21481,Italy,Less than a Bachelors degree,9.0,43239.0
21485,Brazil,Bachelor’s degree,27.0,21996.0
21486,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,77556.0
21488,Netherlands,Master’s degree,6.0,57072.0
21499,United States of America,Bachelor’s degree,9.0,163000.0
21504,United States of America,Post graduation,13.0,200000.0
21511,Spain,Bachelor’s degree,16.0,54049.0
21514,United States of America,Bachelor’s degree,4.0,65000.0
21515,Brazil,Master’s degree,13.0,27492.0
21516,Canada,Post graduation,7.0,75631.0
21520,Australia,Bachelor’s degree,9.0,66810.0
21523,United States of America,Less than a Bachelors degree,26.0,150000.0
21524,Germany,Master’s degree,20.0,116748.0
21528,Canada,Master’s degree,20.0,105884.0
21529,Italy,Post graduation,12.0,33510.0
21530,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,74324.0
21532,United States of America,Less than a Bachelors degree,0.5,43000.0
21533,United States of America,Bachelor’s degree,2.0,120000.0
21539,United States of America,Bachelor’s degree,3.0,135000.0
21542,Brazil,Bachelor’s degree,3.0,17868.0
21544,Spain,Less than a Bachelors degree,3.0,27025.0
21551,Brazil,Bachelor’s degree,5.0,16488.0
21554,Germany,Master’s degree,17.0,64860.0
21559,India,Bachelor’s degree,6.0,16866.0
21561,United States of America,Bachelor’s degree,8.0,162000.0
21565,United States of America,Master’s degree,10.0,150000.0
21569,United States of America,Less than a Bachelors degree,2.0,150000.0
21570,Canada,Less than a Bachelors degree,3.0,93026.0
21584,Canada,Bachelor’s degree,5.0,45379.0
21585,Germany,Master’s degree,10.0,112422.0
21586,Australia,Bachelor’s degree,21.0,140300.0
21594,United States of America,Bachelor’s degree,4.0,108000.0
21595,Australia,Bachelor’s degree,5.0,102800.0
21603,United States of America,Bachelor’s degree,5.0,75000.0
21604,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,28.0,51704.0
21606,Brazil,Bachelor’s degree,2.0,23364.0
21608,United States of America,Bachelor’s degree,4.0,110000.0
21609,Canada,Bachelor’s degree,12.0,86976.0
21612,Brazil,Master’s degree,10.0,30240.0
21615,Canada,Bachelor’s degree,4.0,53698.0
21623,Australia,Less than a Bachelors degree,8.0,100214.0
21627,Australia,Bachelor’s degree,9.0,147000.0
21636,United States of America,Master’s degree,5.0,145000.0
21640,United States of America,Bachelor’s degree,11.0,160000.0
21641,United Kingdom of Great Britain and Northern Ireland,Post graduation,3.0,51704.0
21642,United States of America,Bachelor’s degree,6.0,85000.0
21648,United States of America,Post graduation,12.0,180000.0
21649,Australia,Bachelor’s degree,5.0,36750.0
21650,United States of America,Master’s degree,3.0,110000.0
21654,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,68507.0
21657,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,3.0,17064.0
21660,United States of America,Bachelor’s degree,1.0,67500.0
21665,Canada,Bachelor’s degree,2.0,45379.0
21668,Canada,Bachelor’s degree,20.0,75631.0
21670,United States of America,Bachelor’s degree,2.0,107000.0
21671,United States of America,Bachelor’s degree,10.0,120000.0
21672,United States of America,Bachelor’s degree,5.0,70000.0
21676,Australia,Less than a Bachelors degree,6.0,75495.0
21679,United States of America,Less than a Bachelors degree,24.0,180000.0
21683,United States of America,Bachelor’s degree,4.0,180000.0
21688,United States of America,Master’s degree,0.5,103450.0
21691,Australia,Bachelor’s degree,11.0,96204.0
21692,United States of America,Bachelor’s degree,14.0,66000.0
21693,Canada,Less than a Bachelors degree,3.0,86976.0
21696,United States of America,Bachelor’s degree,2.0,95000.0
21699,United States of America,Master’s degree,14.0,165000.0
21710,United States of America,Bachelor’s degree,0.5,165000.0
21712,Brazil,Less than a Bachelors degree,3.0,24744.0
21716,United States of America,Master’s degree,4.0,165000.0
21722,United States of America,Master’s degree,12.0,144000.0
21723,United States of America,Bachelor’s degree,21.0,129000.0
21728,Brazil,Less than a Bachelors degree,10.0,10992.0
21731,India,Master’s degree,6.0,222000.0
21734,India,Bachelor’s degree,5.0,10056.0
21737,Australia,Master’s degree,14.0,40080.0
21740,United States of America,Master’s degree,4.0,70000.0
21744,United States of America,Bachelor’s degree,21.0,110000.0
21746,Brazil,Bachelor’s degree,3.0,16488.0
21749,Canada,Less than a Bachelors degree,25.0,75631.0
21752,United States of America,Bachelor’s degree,2.0,86500.0
21753,United States of America,Master’s degree,3.0,110000.0
21755,United States of America,Less than a Bachelors degree,20.0,165000.0
21758,Canada,Bachelor’s degree,4.0,66550.0
21760,Brazil,Bachelor’s degree,1.0,16488.0
21762,United States of America,Master’s degree,16.0,180000.0
21763,Australia,Bachelor’s degree,3.0,59861.0
21764,United States of America,Less than a Bachelors degree,3.0,160000.0
21774,Brazil,Bachelor’s degree,13.0,81682.0
21776,United States of America,Bachelor’s degree,0.5,87000.0
21777,United States of America,Less than a Bachelors degree,18.0,200000.0
21780,Australia,Bachelor’s degree,2.0,54784.0
21782,United States of America,Master’s degree,10.0,135000.0
21783,France,Bachelor’s degree,8.0,48644.0
21784,Australia,Bachelor’s degree,13.0,96874.0
21790,France,Master’s degree,1.0,35672.0
21792,Canada,Bachelor’s degree,20.0,60505.0
21796,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,84019.0
21800,Brazil,Bachelor’s degree,7.0,52224.0
21803,Australia,Bachelor’s degree,23.0,123598.0
21804,Australia,Bachelor’s degree,3.0,57456.0
21809,United States of America,Bachelor’s degree,5.0,88000.0
21811,Canada,Bachelor’s degree,15.0,113447.0
21813,United States of America,Bachelor’s degree,10.0,140000.0
21815,United States of America,Less than a Bachelors degree,37.0,100000.0
21817,Australia,Bachelor’s degree,21.0,69482.0
21821,Canada,Master’s degree,16.0,90758.0
21828,United States of America,Post graduation,5.0,160000.0
21831,United States of America,Less than a Bachelors degree,3.0,165000.0
21832,Australia,Bachelor’s degree,33.0,100214.0
21836,United States of America,Bachelor’s degree,20.0,209000.0
21842,India,Bachelor’s degree,5.0,13962.0
21845,United States of America,Bachelor’s degree,6.0,140000.0
21850,Canada,Less than a Bachelors degree,3.0,58992.0
21851,United States of America,Less than a Bachelors degree,14.0,125000.0
21860,Australia,Less than a Bachelors degree,4.0,61465.0
21862,Spain,Master’s degree,8.0,70264.0
21863,Australia,Bachelor’s degree,25.0,100214.0
21865,United States of America,Bachelor’s degree,6.0,79000.0
21867,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,122796.0
21868,United States of America,Master’s degree,4.0,92143.0
21871,Australia,Bachelor’s degree,26.0,97542.0
21874,United States of America,Master’s degree,2.0,108000.0
21876,Brazil,Master’s degree,9.0,20616.0
21877,United States of America,Bachelor’s degree,5.0,250000.0
21881,Australia,Master’s degree,12.0,153662.0
21882,United States of America,Master’s degree,6.0,196852.0
21884,Canada,Bachelor’s degree,17.0,64287.0
21887,United States of America,Bachelor’s degree,7.0,220000.0
21890,United States of America,Bachelor’s degree,9.0,80000.0
21895,United States of America,Less than a Bachelors degree,21.0,140000.0
21905,Australia,Bachelor’s degree,5.0,63135.0
21907,Australia,Bachelor’s degree,4.0,60129.0
21908,Germany,Less than a Bachelors degree,4.0,38916.0
21909,United States of America,Master’s degree,7.0,105000.0
21913,United States of America,Less than a Bachelors degree,21.0,150000.0
21922,Brazil,Post graduation,5.0,21996.0
21925,Brazil,Master’s degree,3.0,16488.0
21927,United States of America,Less than a Bachelors degree,15.0,102000.0
21931,United States of America,Bachelor’s degree,20.0,120000.0
21932,Brazil,Bachelor’s degree,4.0,34776.0
21933,Brazil,Master’s degree,7.0,49476.0
21936,United States of America,Less than a Bachelors degree,10.0,165000.0
21944,Australia,Bachelor’s degree,16.0,86853.0
21945,United States of America,Master’s degree,9.0,205000.0
21951,United States of America,Less than a Bachelors degree,4.0,67000.0
21959,United States of America,Less than a Bachelors degree,10.0,93000.0
21960,Brazil,Less than a Bachelors degree,3.0,32986.0
21965,United States of America,Bachelor’s degree,7.0,139000.0
21966,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,103408.0
21974,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,7.0,77556.0
21982,Brazil,Bachelor’s degree,12.0,27492.0
21988,Canada,Bachelor’s degree,5.0,113447.0
21989,Canada,Bachelor’s degree,10.0,143699.0
21990,United States of America,Bachelor’s degree,35.0,175000.0
21992,Australia,Bachelor’s degree,2.0,55452.0
21993,United States of America,Bachelor’s degree,5.0,99000.0
21994,United States of America,Master’s degree,13.0,220000.0
21999,Australia,Bachelor’s degree,0.5,35100.0
22002,United States of America,Less than a Bachelors degree,26.0,66560.0
22003,United States of America,Less than a Bachelors degree,40.0,200000.0
22009,United States of America,Master’s degree,12.0,105000.0
22014,Brazil,Less than a Bachelors degree,10.0,38484.0
22023,United States of America,Bachelor’s degree,0.5,60000.0
22027,United States of America,Bachelor’s degree,2.0,81500.0
22028,United States of America,Bachelor’s degree,4.0,135000.0
22030,India,Bachelor’s degree,9.0,31637.0
22042,Canada,Bachelor’s degree,0.5,49160.0
22045,United States of America,Bachelor’s degree,6.0,100000.0
22050,United States of America,Bachelor’s degree,24.0,200000.0
22065,United States of America,Less than a Bachelors degree,26.0,90000.0
22066,United States of America,Master’s degree,7.0,100000.0
22072,Australia,Bachelor’s degree,13.0,95538.0
22083,United States of America,Post graduation,15.0,200000.0
22086,Brazil,Less than a Bachelors degree,5.0,10992.0
22089,Brazil,Bachelor’s degree,2.0,38484.0
22092,Australia,Master’s degree,15.0,90193.0
22095,United States of America,Bachelor’s degree,10.0,120000.0
22103,United States of America,Master’s degree,44.0,140000.0
22116,United States of America,Bachelor’s degree,4.0,110000.0
22119,United States of America,Bachelor’s degree,3.0,72000.0
22121,Canada,Bachelor’s degree,8.0,36300.0
22128,Canada,Post graduation,0.5,45379.0
22130,Brazil,Less than a Bachelors degree,11.0,41232.0
22136,United States of America,Less than a Bachelors degree,4.0,150000.0
22138,Australia,Bachelor’s degree,3.0,43426.0
22139,United States of America,Less than a Bachelors degree,8.0,126000.0
22142,India,Less than a Bachelors degree,6.0,35232.0
22146,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,33607.0
22152,United States of America,Post graduation,6.0,135000.0
22154,Australia,Less than a Bachelors degree,25.0,106895.0
22172,Australia,Bachelor’s degree,2.0,40086.0
22176,Australia,Bachelor’s degree,5.0,66810.0
22188,United States of America,Less than a Bachelors degree,23.0,160000.0
22189,United States of America,Master’s degree,23.0,150000.0
22191,Brazil,Bachelor’s degree,5.0,10440.0
22196,United States of America,Less than a Bachelors degree,4.0,45656.0
22198,United States of America,Less than a Bachelors degree,5.0,100000.0
22200,Australia,Less than a Bachelors degree,21.0,66810.0
22207,United States of America,Less than a Bachelors degree,7.0,105000.0
22209,United States of America,Bachelor’s degree,8.0,110000.0
22211,United States of America,Bachelor’s degree,1.0,77000.0
22215,United States of America,Bachelor’s degree,4.0,85000.0
22230,United States of America,Master’s degree,7.0,140000.0
22231,Canada,Bachelor’s degree,1.0,56723.0
22232,Australia,Less than a Bachelors degree,15.0,63469.0
22241,United States of America,Bachelor’s degree,2.0,75000.0
22254,United States of America,Master’s degree,3.0,200000.0
22255,Germany,Master’s degree,4.0,60535.0
22260,United States of America,Bachelor’s degree,3.0,110000.0
22266,Australia,Master’s degree,3.0,60129.0
22269,United States of America,Master’s degree,20.0,105000.0
22278,United States of America,Less than a Bachelors degree,9.0,132000.0
22288,India,Master’s degree,12.0,18150.0
22290,Canada,Less than a Bachelors degree,2.0,83194.0
22293,Australia,Bachelor’s degree,2.0,40086.0
22298,United States of America,Master’s degree,5.0,100000.0
22299,United States of America,Bachelor’s degree,5.0,71000.0
22301,Italy,Less than a Bachelors degree,24.0,45396.0
22303,Brazil,Less than a Bachelors degree,28.0,54972.0
22306,United States of America,Master’s degree,5.0,250000.0
22313,United States of America,Bachelor’s degree,7.0,185000.0
22322,United States of America,Bachelor’s degree,1.0,85000.0
22325,United States of America,Master’s degree,0.5,155000.0
22329,India,Master’s degree,6.0,11169.0
22331,United States of America,Master’s degree,2.0,210000.0
22334,United States of America,Master’s degree,24.0,62000.0
22337,Australia,Bachelor’s degree,9.0,53448.0
22339,Canada,Bachelor’s degree,13.0,75631.0
22344,United States of America,Bachelor’s degree,5.0,93000.0
22348,United States of America,Bachelor’s degree,9.0,110000.0
22352,India,Master’s degree,12.0,23735.0
22355,India,Bachelor’s degree,3.0,11169.0
22356,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,64630.0
22358,United States of America,Post graduation,17.0,60000.0
22361,India,Master’s degree,9.0,50262.0
22362,United States of America,Bachelor’s degree,30.0,110000.0
22369,India,Bachelor’s degree,4.0,18150.0
22372,United States of America,Bachelor’s degree,5.0,110000.0
22379,Brazil,Bachelor’s degree,8.0,30240.0
22380,Australia,Bachelor’s degree,5.0,66810.0
22385,France,Master’s degree,20.0,33732.0
22386,Canada,Post graduation,8.0,94539.0
22391,India,Bachelor’s degree,12.0,16752.0
22400,India,Bachelor’s degree,11.0,28152.0
22401,United States of America,Less than a Bachelors degree,8.0,121000.0
22402,India,Bachelor’s degree,8.0,46074.0
22404,United States of America,Bachelor’s degree,2.0,110000.0
22413,Canada,Bachelor’s degree,2.0,86976.0
22424,United States of America,Master’s degree,5.0,112000.0
22428,India,Bachelor’s degree,6.0,44678.0
22430,United States of America,Bachelor’s degree,6.0,80000.0
22433,United States of America,Bachelor’s degree,10.0,80000.0
22438,India,Bachelor’s degree,5.0,20105.0
22445,United States of America,Less than a Bachelors degree,3.0,35000.0
22446,United States of America,Bachelor’s degree,5.0,240000.0
22450,India,Bachelor’s degree,5.0,11867.0
22459,United States of America,Bachelor’s degree,11.0,100000.0
22465,United States of America,Master’s degree,25.0,120000.0
22469,Australia,Post graduation,11.0,80172.0
22473,Canada,Bachelor’s degree,23.0,173952.0
22487,India,Master’s degree,6.0,108900.0
22495,India,Bachelor’s degree,6.0,23735.0
22497,United States of America,Master’s degree,4.0,82000.0
22498,United States of America,Master’s degree,11.0,200000.0
22506,India,Bachelor’s degree,0.5,12564.0
22509,Australia,Master’s degree,20.0,56124.0
22516,United States of America,Bachelor’s degree,15.0,112000.0
22539,India,Bachelor’s degree,5.0,13404.0
22542,India,Master’s degree,8.0,19546.0
22563,India,Post graduation,3.0,36622.0
22566,Australia,Bachelor’s degree,8.0,63469.0
22569,United States of America,Post graduation,10.0,178400.0
22570,Canada,Master’s degree,3.0,90758.0
22573,India,Bachelor’s degree,4.0,10890.0
22580,India,Master’s degree,10.0,58639.0
22582,United States of America,Master’s degree,31.0,144000.0
22583,Australia,Master’s degree,5.0,100214.0
22595,Germany,Bachelor’s degree,10.0,97288.0
22596,India,Master’s degree,6.0,34000.0
22598,India,Bachelor’s degree,4.0,32112.0
22603,France,Master’s degree,6.0,81074.0
22606,Brazil,Bachelor’s degree,3.0,27492.0
22611,United States of America,Bachelor’s degree,2.0,120000.0
22613,United States of America,Bachelor’s degree,3.0,80000.0
22616,Australia,Bachelor’s degree,9.0,123598.0
22620,Australia,Bachelor’s degree,15.0,127606.0
22628,United States of America,Master’s degree,23.0,80000.0
22631,Canada,Master’s degree,6.0,36300.0
22633,United States of America,Bachelor’s degree,20.0,120000.0
22646,India,Less than a Bachelors degree,0.5,16800.0
22649,India,Bachelor’s degree,6.0,20384.0
22655,India,Master’s degree,10.0,43979.0
22657,India,Bachelor’s degree,7.0,23735.0
22669,United States of America,Bachelor’s degree,0.5,62000.0
22671,India,Bachelor’s degree,15.0,10056.0
22681,Australia,Bachelor’s degree,8.0,93533.0
22696,Australia,Master’s degree,28.0,90193.0
22697,United States of America,Bachelor’s degree,5.0,150000.0
22698,United States of America,Less than a Bachelors degree,4.0,114000.0
22703,United States of America,Master’s degree,19.0,175000.0
22706,India,Bachelor’s degree,2.0,64224.0
22711,Australia,Less than a Bachelors degree,1.0,43426.0
22713,United States of America,Master’s degree,24.0,161000.0
22717,India,Master’s degree,1.0,36300.0
22719,Germany,Less than a Bachelors degree,6.0,34380.0
22723,United States of America,Less than a Bachelors degree,1.0,36000.0
22738,India,Bachelor’s degree,3.0,13962.0
22741,India,Bachelor’s degree,8.0,30716.0
22745,Germany,Master’s degree,5.0,75669.0
22753,United States of America,Less than a Bachelors degree,7.0,125000.0
22762,Australia,Bachelor’s degree,4.0,48771.0
22764,United States of America,Less than a Bachelors degree,16.0,80000.0
22766,India,Bachelor’s degree,5.0,16754.0
22770,Spain,Less than a Bachelors degree,0.5,21620.0
22771,Germany,Post graduation,14.0,75669.0
22780,Netherlands,Bachelor’s degree,21.0,56316.0
22784,India,Bachelor’s degree,7.0,16752.0
22786,France,Post graduation,5.0,93396.0
22803,India,Bachelor’s degree,0.5,19546.0
22806,Germany,Bachelor’s degree,15.0,70264.0
22808,India,Bachelor’s degree,8.0,27923.0
22813,India,Bachelor’s degree,10.0,20943.0
22821,United States of America,Master’s degree,24.0,190000.0
22822,United States of America,Bachelor’s degree,20.0,175000.0
22835,Germany,Less than a Bachelors degree,2.0,12588.0
22843,Netherlands,Bachelor’s degree,2.0,51888.0
22850,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,126028.0
22852,India,Bachelor’s degree,3.0,75527.0
22860,Australia,Bachelor’s degree,24.0,66810.0
22873,India,Bachelor’s degree,6.0,41885.0
22888,Germany,Less than a Bachelors degree,7.0,62697.0
22889,Netherlands,Master’s degree,19.0,97288.0
22893,India,Bachelor’s degree,7.0,20943.0
22894,Germany,Post graduation,5.0,46176.0
22896,India,Bachelor’s degree,6.0,11169.0
22903,India,Bachelor’s degree,4.0,15084.0
22910,Canada,Master’s degree,15.0,64287.0
22911,United States of America,Bachelor’s degree,25.0,217000.0
22913,India,Bachelor’s degree,5.0,20943.0
22922,Germany,Bachelor’s degree,12.0,79993.0
22927,Netherlands,Bachelor’s degree,6.0,39936.0
22931,India,Bachelor’s degree,8.0,12566.0
22932,Germany,Bachelor’s degree,12.0,73507.0
22940,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,71093.0
22955,Spain,Less than a Bachelors degree,4.0,31348.0
22962,Germany,Post graduation,16.0,68102.0
22979,Germany,Less than a Bachelors degree,2.0,16860.0
22997,Germany,Bachelor’s degree,5.0,77831.0
