,Country,EdLevel,YearsCodePro,Salary
35379,Germany,Bachelor’s degree,8.0,64859.0
35380,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,2.0,23913.0
35381,United States of America,Bachelor’s degree,7.0,135000.0
35384,Germany,Master’s degree,6.0,81074.0
35385,United States of America,Less than a Bachelors degree,15.0,50000.0
35386,United States of America,Bachelor’s degree,16.0,170000.0
35388,United States of America,Less than a Bachelors degree,0.5,30000.0
35389,Germany,Bachelor’s degree,3.0,57072.0
35392,United States of America,Bachelor’s degree,18.0,150000.0
35396,United States of America,Bachelor’s degree,6.0,121000.0
35397,Canada,Less than a Bachelors degree,0.5,30253.0
35398,United States of America,Bachelor’s degree,4.0,60000.0
35399,United States of America,Master’s degree,13.0,160000.0
35404,United States of America,Bachelor’s degree,8.0,103000.0
35406,United States of America,Less than a Bachelors degree,4.0,97000.0
35412,Canada,Less than a Bachelors degree,4.0,52942.0
35415,Spain,Master’s degree,2.0,32429.0
35418,United States of America,Bachelor’s degree,18.0,130000.0
35419,United States of America,Less than a Bachelors degree,25.0,115000.0
35420,Canada,Bachelor’s degree,4.0,60505.0
35426,United States of America,Master’s degree,15.0,136000.0
35433,United States of America,Less than a Bachelors degree,20.0,130000.0
35447,United States of America,Less than a Bachelors degree,10.0,23463.0
35448,United States of America,Post graduation,9.0,160000.0
35449,France,Master’s degree,10.0,59454.0
35452,United States of America,Master’s degree,7.0,72500.0
35457,United States of America,Bachelor’s degree,10.0,110000.0
35462,Brazil,Less than a Bachelors degree,6.0,41232.0
35464,United States of America,Less than a Bachelors degree,10.0,68000.0
35465,United States of America,Bachelor’s degree,5.0,120000.0
35466,United States of America,Less than a Bachelors degree,30.0,160000.0
35471,United States of America,Bachelor’s degree,6.0,107000.0
35473,United States of America,Bachelor’s degree,3.0,150000.0
35475,United States of America,Less than a Bachelors degree,3.0,51000.0
35476,United States of America,Bachelor’s degree,5.0,70000.0
35480,United States of America,Bachelor’s degree,27.0,60000.0
35481,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,5.0,129259.0
35487,Brazil,Bachelor’s degree,25.0,68724.0
35489,United States of America,Bachelor’s degree,2.0,68000.0
35499,United States of America,Bachelor’s degree,2.0,146000.0
35500,United States of America,Master’s degree,4.0,75000.0
35501,United States of America,Bachelor’s degree,0.5,75000.0
35508,United States of America,Bachelor’s degree,23.0,157500.0
35511,United States of America,Less than a Bachelors degree,25.0,65000.0
35513,United States of America,Less than a Bachelors degree,12.0,210000.0
35527,Canada,Bachelor’s degree,20.0,75631.0
35529,United States of America,Bachelor’s degree,23.0,120000.0
35531,United States of America,Bachelor’s degree,27.0,110000.0
35534,United States of America,Less than a Bachelors degree,5.0,80000.0
35536,Germany,Bachelor’s degree,12.0,70804.0
35537,United States of America,Less than a Bachelors degree,6.0,110000.0
35539,United States of America,Bachelor’s degree,16.0,185000.0
35540,United States of America,Less than a Bachelors degree,20.0,95000.0
35544,United States of America,Master’s degree,26.0,150000.0
35548,Netherlands,Bachelor’s degree,21.0,69183.0
35552,United States of America,Master’s degree,5.0,80000.0
35556,United States of America,Master’s degree,5.0,120000.0
35558,Canada,Master’s degree,10.0,58992.0
35559,Germany,Less than a Bachelors degree,4.0,37834.0
35561,Canada,Master’s degree,10.0,151263.0
35562,United States of America,Bachelor’s degree,4.0,69860.0
35565,United States of America,Bachelor’s degree,25.0,175000.0
35567,United States of America,Bachelor’s degree,1.0,85800.0
35568,United States of America,Bachelor’s degree,9.0,147000.0
35569,France,Master’s degree,3.0,50000.0
35574,United States of America,Bachelor’s degree,2.0,132000.0
35576,United States of America,Bachelor’s degree,5.0,78000.0
35579,Canada,Master’s degree,4.0,74119.0
35584,United States of America,Less than a Bachelors degree,2.0,70000.0
35586,United States of America,Master’s degree,24.0,142000.0
35600,United States of America,Bachelor’s degree,11.0,135000.0
35606,Brazil,Master’s degree,5.0,41232.0
35610,United States of America,Less than a Bachelors degree,6.0,130000.0
35611,United States of America,Master’s degree,2.0,112500.0
35612,United States of America,Bachelor’s degree,17.0,79000.0
35614,United Kingdom of Great Britain and Northern Ireland,Post graduation,3.0,46536.0
35616,United States of America,Master’s degree,9.0,150000.0
35622,United States of America,Post graduation,15.0,200000.0
35624,Brazil,Master’s degree,11.0,40800.0
35625,United States of America,Less than a Bachelors degree,5.0,72000.0
35627,United States of America,Bachelor’s degree,20.0,106000.0
35628,United States of America,Bachelor’s degree,10.0,140000.0
35629,India,Master’s degree,8.0,29320.0
35631,United States of America,Bachelor’s degree,5.0,76500.0
35634,Brazil,Bachelor’s degree,7.0,32988.0
35637,Canada,Less than a Bachelors degree,7.0,66556.0
35638,United States of America,Bachelor’s degree,8.0,105000.0
35639,Netherlands,Bachelor’s degree,9.0,67021.0
35640,India,Bachelor’s degree,5.0,17452.0
35643,Canada,Less than a Bachelors degree,4.0,46891.0
35645,Canada,Bachelor’s degree,4.0,43950.0
35646,United States of America,Less than a Bachelors degree,18.0,150000.0
35650,Canada,Less than a Bachelors degree,16.0,128573.0
35651,Brazil,Bachelor’s degree,4.0,32070.0
35656,United States of America,Bachelor’s degree,3.0,179200.0
35659,United States of America,Bachelor’s degree,25.0,110000.0
35660,India,Master’s degree,6.0,15084.0
35664,France,Less than a Bachelors degree,11.0,75669.0
35668,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,62691.0
35670,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,96945.0
35671,Canada,Less than a Bachelors degree,20.0,90758.0
35673,Canada,Less than a Bachelors degree,1.0,121010.0
35674,United States of America,Bachelor’s degree,13.0,120000.0
35675,United States of America,Less than a Bachelors degree,20.0,112000.0
35677,Netherlands,Master’s degree,35.0,118908.0
35679,United States of America,Bachelor’s degree,10.0,115000.0
35686,United States of America,Bachelor’s degree,11.0,90000.0
35691,Netherlands,Less than a Bachelors degree,9.0,70264.0
35697,United States of America,Post graduation,22.0,150000.0
35698,United States of America,Bachelor’s degree,4.0,70000.0
35702,United States of America,Bachelor’s degree,10.0,169000.0
35703,United States of America,Less than a Bachelors degree,2.0,130050.0
35708,Netherlands,Master’s degree,10.0,129718.0
35711,United States of America,Bachelor’s degree,36.0,170000.0
35712,Germany,Post graduation,16.0,89721.0
35717,United States of America,Bachelor’s degree,4.0,110000.0
35719,United States of America,Master’s degree,2.0,116000.0
35727,United States of America,Bachelor’s degree,3.0,105000.0
35731,Italy,Less than a Bachelors degree,17.0,64859.0
35734,United States of America,Bachelor’s degree,22.0,100000.0
35744,United States of America,Bachelor’s degree,11.0,140000.0
35745,United Kingdom of Great Britain and Northern Ireland,Post graduation,5.0,81433.0
35746,Brazil,Bachelor’s degree,3.0,16560.0
35748,Brazil,Bachelor’s degree,3.0,21996.0
35753,United States of America,Bachelor’s degree,1.0,85000.0
35766,United States of America,Master’s degree,5.0,95000.0
35768,United States of America,Bachelor’s degree,5.0,93000.0
35769,Italy,Master’s degree,0.5,18540.0
35774,United States of America,Master’s degree,6.0,150000.0
35775,United States of America,Bachelor’s degree,22.0,154000.0
35776,United States of America,Bachelor’s degree,8.0,150000.0
35778,United States of America,Bachelor’s degree,2.0,115000.0
35783,United States of America,Bachelor’s degree,4.0,94400.0
35784,United States of America,Bachelor’s degree,7.0,150000.0
35786,United States of America,Less than a Bachelors degree,20.0,170000.0
35788,United States of America,Bachelor’s degree,16.0,188000.0
35790,United States of America,Less than a Bachelors degree,1.0,15000.0
35791,United States of America,Less than a Bachelors degree,8.0,60000.0
35792,United States of America,Bachelor’s degree,25.0,155000.0
35793,United States of America,Less than a Bachelors degree,11.0,95000.0
35794,United States of America,Less than a Bachelors degree,17.0,185000.0
35799,United States of America,Post graduation,12.0,160000.0
35800,Brazil,Bachelor’s degree,5.0,24739.0
35801,Germany,Bachelor’s degree,1.0,48644.0
35802,Canada,Less than a Bachelors degree,26.0,98321.0
35803,India,Bachelor’s degree,5.0,48866.0
35808,United States of America,Bachelor’s degree,2.0,66000.0
35809,Brazil,Bachelor’s degree,20.0,60480.0
35810,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,58167.0
35814,Canada,Less than a Bachelors degree,2.0,45400.0
35818,United States of America,Master’s degree,10.0,150000.0
35822,United States of America,Bachelor’s degree,23.0,100000.0
35827,United States of America,Bachelor’s degree,8.0,75000.0
35833,United States of America,Bachelor’s degree,15.0,80000.0
35834,United States of America,Bachelor’s degree,13.0,219000.0
35836,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,32.0,120922.0
35838,Brazil,Bachelor’s degree,5.0,43980.0
35842,United States of America,Bachelor’s degree,15.0,165000.0
35846,United States of America,Post graduation,30.0,160000.0
35847,United States of America,Post graduation,9.0,200000.0
35855,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,64630.0
35856,Brazil,Bachelor’s degree,8.0,19932.0
35858,France,Master’s degree,20.0,79993.0
35863,United States of America,Bachelor’s degree,8.0,115000.0
35870,United States of America,Bachelor’s degree,15.0,82000.0
35871,India,Bachelor’s degree,8.0,75393.0
35874,United States of America,Bachelor’s degree,0.5,65000.0
35875,Canada,Less than a Bachelors degree,12.0,62318.0
35876,Brazil,Bachelor’s degree,9.0,137436.0
35883,United States of America,Less than a Bachelors degree,20.0,250000.0
35886,United States of America,Bachelor’s degree,11.0,150000.0
35892,United States of America,Bachelor’s degree,4.0,110000.0
35894,United States of America,Post graduation,8.0,175000.0
35895,Canada,Less than a Bachelors degree,7.0,90758.0
35896,United States of America,Master’s degree,1.0,65000.0
35899,United States of America,Master’s degree,19.0,152000.0
35900,United States of America,Post graduation,6.0,130000.0
35905,United States of America,Less than a Bachelors degree,7.0,49000.0
35907,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,69800.0
35911,United States of America,Less than a Bachelors degree,22.0,115000.0
35912,United States of America,Bachelor’s degree,2.0,75000.0
35915,United States of America,Bachelor’s degree,8.0,95310.0
35919,United States of America,Bachelor’s degree,10.0,125000.0
35920,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,3.0,90482.0
35921,Germany,Bachelor’s degree,3.0,64859.0
35923,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,93067.0
35924,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,33.0,64630.0
35928,Italy,Less than a Bachelors degree,15.0,25944.0
35933,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,68507.0
35936,Germany,Less than a Bachelors degree,30.0,97288.0
35938,United States of America,Less than a Bachelors degree,10.0,150000.0
35942,Germany,Bachelor’s degree,14.0,23352.0
35950,Germany,Master’s degree,3.0,64860.0
35951,United States of America,Post graduation,11.0,250000.0
35954,United States of America,Less than a Bachelors degree,25.0,177000.0
35957,United States of America,Bachelor’s degree,17.0,175000.0
35958,United States of America,Bachelor’s degree,24.0,180000.0
35961,Brazil,Less than a Bachelors degree,28.0,48000.0
35964,Brazil,Bachelor’s degree,5.0,17040.0
35967,Germany,Bachelor’s degree,5.0,91883.0
35976,France,Master’s degree,4.0,49725.0
35977,United States of America,Bachelor’s degree,12.0,130000.0
35982,United States of America,Master’s degree,1.0,80000.0
35984,United States of America,Master’s degree,5.0,140000.0
35987,United States of America,Bachelor’s degree,23.0,190000.0
35991,United States of America,Less than a Bachelors degree,32.0,151214.0
35992,United States of America,Bachelor’s degree,11.0,140000.0
36000,United States of America,Less than a Bachelors degree,24.0,200000.0
36005,Brazil,Bachelor’s degree,14.0,79716.0
36011,Brazil,Master’s degree,22.0,82464.0
36012,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,116333.0
36016,United States of America,Bachelor’s degree,9.0,250000.0
36019,India,Bachelor’s degree,6.0,17452.0
36023,United States of America,Bachelor’s degree,3.0,52000.0
36027,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,16.0,187426.0
36028,United States of America,Less than a Bachelors degree,18.0,74089.0
36030,United States of America,Bachelor’s degree,22.0,180000.0
36031,Germany,Master’s degree,9.0,89721.0
36035,United States of America,Bachelor’s degree,5.0,95000.0
36037,Spain,Less than a Bachelors degree,7.0,48644.0
36045,India,Bachelor’s degree,4.0,20943.0
36047,Canada,Bachelor’s degree,10.0,105884.0
36049,United States of America,Bachelor’s degree,10.0,140000.0
36055,Netherlands,Master’s degree,19.0,232411.0
36056,Canada,Bachelor’s degree,10.0,64287.0
36057,France,Master’s degree,3.0,55130.0
36061,United States of America,Bachelor’s degree,6.0,65000.0
36062,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,80141.0
36067,United States of America,Bachelor’s degree,5.0,200000.0
36072,Canada,Bachelor’s degree,1.0,42350.0
36080,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,0.5,12926.0
36089,United States of America,Bachelor’s degree,7.0,115000.0
36092,Germany,Bachelor’s degree,8.0,64860.0
36095,United States of America,Master’s degree,4.0,106000.0
